epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
257,145053,1.72443,1.35928,1.77692,1.47782,0.61616,0.5024,0.53979,0.28364,0.59383,0.48384,0.51707,0.25245,1.74098,1.34892,1.58111,1.4404,0.000535011,0.000535011,0.000535011
258,145625,1.72325,1.35053,1.78096,1.47956,0.61755,0.50162,0.54002,0.28349,0.59631,0.48276,0.51759,0.25301,1.74034,1.3481,1.5806,1.43944,0.000533195,0.000533195,0.000533195
259,146199,1.7262,1.35472,1.77713,1.48785,0.61793,0.50194,0.54017,0.28374,0.59594,0.4841,0.51839,0.25339,1.74081,1.34796,1.57918,1.4394,0.000531378,0.000531378,0.000531378
260,146774,1.72904,1.34843,1.76789,1.47962,0.61821,0.50423,0.54046,0.28398,0.59523,0.48558,0.51859,0.25368,1.74045,1.34737,1.57895,1.43861,0.000529562,0.000529562,0.000529562
261,147347,1.72386,1.35715,1.77968,1.48066,0.61885,0.50489,0.54082,0.28472,0.59608,0.48567,0.51888,0.25382,1.73993,1.34797,1.57822,1.43818,0.000527745,0.000527745,0.000527745
262,147925,1.72036,1.34005,1.76979,1.47517,0.61705,0.50492,0.54105,0.28499,0.59771,0.48466,0.51933,0.25449,1.73901,1.34785,1.57663,1.43749,0.000525929,0.000525929,0.000525929
263,148496,1.72859,1.36724,1.77444,1.47707,0.61838,0.50534,0.5414,0.28521,0.59775,0.48581,0.51993,0.2547,1.73844,1.34755,1.57623,1.43724,0.000524113,0.000524113,0.000524113
264,149069,1.72641,1.34707,1.78059,1.48257,0.61995,0.50427,0.54125,0.2853,0.60057,0.48421,0.52047,0.25471,1.73817,1.3473,1.57572,1.43701,0.000522296,0.000522296,0.000522296
265,149643,1.72393,1.36534,1.76677,1.47746,0.62037,0.50391,0.54133,0.28538,0.59738,0.48646,0.51993,0.25504,1.73772,1.34711,1.57524,1.43661,0.00052048,0.00052048,0.00052048
266,150219,1.71831,1.35044,1.76869,1.47589,0.61904,0.50366,0.54141,0.28566,0.60037,0.4841,0.52031,0.25492,1.737,1.34694,1.5748,1.43639,0.000518664,0.000518664,0.000518664
267,150791,1.72036,1.33932,1.76655,1.47486,0.61534,0.50713,0.54214,0.28568,0.6001,0.48628,0.52113,0.25483,1.73664,1.34763,1.57447,1.43629,0.000516847,0.000516847,0.000516847
268,151364,1.72253,1.35186,1.76516,1.47868,0.61973,0.50545,0.54224,0.28623,0.59727,0.48736,0.52092,0.25473,1.73566,1.34684,1.57428,1.43583,0.000515031,0.000515031,0.000515031
269,151936,1.7218,1.33777,1.76895,1.47856,0.61741,0.50477,0.54248,0.28626,0.59775,0.48674,0.52155,0.25521,1.73553,1.34596,1.57293,1.43579,0.000513215,0.000513215,0.000513215
270,152515,1.72533,1.35327,1.75906,1.47759,0.61727,0.50516,0.54263,0.2862,0.59864,0.48601,0.52167,0.2552,1.73569,1.34584,1.57255,1.43543,0.000511398,0.000511398,0.000511398
271,153088,1.72832,1.35249,1.76997,1.48494,0.61851,0.50355,0.54218,0.2865,0.59777,0.48671,0.5223,0.25517,1.73495,1.34493,1.57091,1.43529,0.000509582,0.000509582,0.000509582
272,153669,1.71917,1.35265,1.76972,1.47839,0.61697,0.50502,0.54213,0.28621,0.59827,0.48593,0.52167,0.25531,1.73566,1.34451,1.57021,1.43498,0.000507765,0.000507765,0.000507765
273,154246,1.72222,1.35177,1.76282,1.47552,0.61698,0.50498,0.54245,0.28648,0.59918,0.48704,0.5224,0.25547,1.7351,1.34414,1.56904,1.43515,0.000505949,0.000505949,0.000505949
274,154819,1.71709,1.36125,1.76078,1.4752,0.61692,0.50507,0.54287,0.28659,0.59815,0.48742,0.52207,0.25559,1.73563,1.34365,1.56841,1.43471,0.000504133,0.000504133,0.000504133
275,155399,1.71539,1.3468,1.76352,1.47734,0.6184,0.50459,0.54289,0.28717,0.59592,0.48805,0.52216,0.25586,1.73494,1.34319,1.56729,1.4345,0.000502316,0.000502316,0.000502316
276,155968,1.71867,1.34162,1.76321,1.47572,0.616,0.50682,0.54351,0.28754,0.59517,0.48923,0.52247,0.25627,1.73437,1.34267,1.56631,1.43403,0.0005005,0.0005005,0.0005005
277,156542,1.71966,1.34802,1.75736,1.47535,0.61868,0.50614,0.54357,0.28765,0.59784,0.48808,0.52265,0.25639,1.73424,1.34229,1.56511,1.433,0.000498684,0.000498684,0.000498684
278,157129,1.70753,1.3409,1.75986,1.47138,0.61701,0.50529,0.54309,0.28734,0.59475,0.48894,0.52263,0.25634,1.73409,1.34145,1.5646,1.43326,0.000496867,0.000496867,0.000496867
279,157706,1.71437,1.33533,1.75852,1.47474,0.61844,0.5063,0.54325,0.28736,0.59763,0.48839,0.52335,0.25667,1.73411,1.34066,1.56392,1.43262,0.000495051,0.000495051,0.000495051
280,158278,1.71666,1.3431,1.75569,1.47183,0.62097,0.50611,0.54347,0.28751,0.59864,0.48796,0.52312,0.2565,1.73392,1.34106,1.56279,1.43271,0.000493235,0.000493235,0.000493235
281,158848,1.71408,1.34737,1.76163,1.47357,0.61927,0.50749,0.54397,0.28758,0.60036,0.4873,0.5238,0.25676,1.73304,1.34142,1.56199,1.43202,0.000491418,0.000491418,0.000491418
282,159421,1.71559,1.3659,1.75484,1.47119,0.62103,0.50539,0.54399,0.28746,0.60439,0.4865,0.52426,0.25665,1.73206,1.34111,1.56282,1.43158,0.000489602,0.000489602,0.000489602
283,159990,1.71655,1.3592,1.76142,1.47466,0.62117,0.50718,0.54467,0.28769,0.6034,0.48748,0.52467,0.25693,1.73218,1.34065,1.56241,1.43115,0.000487785,0.000487785,0.000487785
284,160561,1.70863,1.34605,1.75273,1.47346,0.62116,0.50779,0.54518,0.28821,0.60602,0.48609,0.52489,0.25713,1.73212,1.34056,1.56249,1.43136,0.000485969,0.000485969,0.000485969
285,161152,1.70841,1.33893,1.74251,1.46999,0.62068,0.50781,0.54569,0.28821,0.60592,0.48887,0.52575,0.25737,1.73232,1.34018,1.56155,1.4313,0.000484153,0.000484153,0.000484153
286,161722,1.70909,1.34138,1.74757,1.46573,0.62073,0.50905,0.54604,0.28863,0.60236,0.49064,0.52603,0.25761,1.73286,1.34005,1.56086,1.43065,0.000482336,0.000482336,0.000482336
287,162292,1.71932,1.35291,1.75639,1.47358,0.62007,0.50882,0.54611,0.28841,0.60277,0.48967,0.52607,0.25784,1.73246,1.33927,1.55994,1.43022,0.00048052,0.00048052,0.00048052
288,162866,1.71292,1.35057,1.74957,1.47243,0.61913,0.5098,0.54634,0.28874,0.60052,0.49132,0.52647,0.25792,1.73227,1.33895,1.55984,1.42967,0.000478704,0.000478704,0.000478704
289,163434,1.71665,1.33786,1.74929,1.47319,0.61954,0.50876,0.54686,0.28885,0.60095,0.49041,0.52591,0.25826,1.73233,1.33872,1.55851,1.42956,0.000476887,0.000476887,0.000476887
290,163999,1.71212,1.33414,1.74931,1.47023,0.62124,0.50839,0.54675,0.28905,0.6035,0.48852,0.52529,0.25823,1.73278,1.33899,1.55773,1.4298,0.000475071,0.000475071,0.000475071
291,164569,1.72184,1.35728,1.74702,1.47252,0.62172,0.50809,0.54698,0.28933,0.60303,0.49052,0.52609,0.25841,1.73156,1.33846,1.55678,1.42928,0.000473255,0.000473255,0.000473255
292,165139,1.70933,1.34325,1.73632,1.46606,0.62284,0.50857,0.54725,0.28978,0.60456,0.49027,0.5267,0.25834,1.73094,1.33831,1.55481,1.42861,0.000471438,0.000471438,0.000471438
293,165710,1.71206,1.35494,1.74161,1.46802,0.62309,0.50938,0.54802,0.28997,0.60364,0.49117,0.52686,0.25849,1.73137,1.33799,1.55407,1.42872,0.000469622,0.000469622,0.000469622
294,166279,1.7131,1.34773,1.7501,1.4708,0.6231,0.50969,0.54786,0.29013,0.60648,0.48794,0.52637,0.25863,1.73109,1.33735,1.55381,1.42856,0.000467805,0.000467805,0.000467805
295,166857,1.71153,1.3475,1.74502,1.469,0.62143,0.51027,0.54838,0.29038,0.60235,0.49088,0.52646,0.25872,1.73113,1.33699,1.55283,1.42868,0.000465989,0.000465989,0.000465989
296,167435,1.71476,1.34531,1.75065,1.47113,0.62264,0.51055,0.54876,0.29054,0.60449,0.48951,0.52708,0.25877,1.73223,1.33734,1.55193,1.42876,0.000464173,0.000464173,0.000464173
297,168002,1.71163,1.34454,1.74309,1.46387,0.6237,0.51076,0.54934,0.29031,0.60684,0.48886,0.52761,0.25908,1.7322,1.33698,1.55147,1.42819,0.000462356,0.000462356,0.000462356
298,168570,1.70616,1.34653,1.74537,1.46616,0.6232,0.51011,0.54953,0.29046,0.6025,0.49148,0.52837,0.25946,1.73221,1.33714,1.55067,1.42825,0.00046054,0.00046054,0.00046054
299,169141,1.71262,1.3515,1.7371,1.47067,0.62069,0.51117,0.54949,0.2906,0.60473,0.48887,0.52847,0.25965,1.73175,1.3359,1.54973,1.42828,0.000458724,0.000458724,0.000458724
300,169713,1.70748,1.33766,1.73979,1.46863,0.62335,0.51019,0.54978,0.29091,0.60585,0.48815,0.52816,0.25985,1.73054,1.33548,1.54848,1.42787,0.000456907,0.000456907,0.000456907
301,170286,1.70841,1.33963,1.73359,1.46806,0.6236,0.51072,0.55009,0.29127,0.60213,0.49189,0.52877,0.2599,1.73141,1.33552,1.54734,1.42767,0.000455091,0.000455091,0.000455091
302,170861,1.70869,1.34247,1.74325,1.46476,0.62466,0.51223,0.55117,0.2916,0.60434,0.49126,0.52918,0.26028,1.73181,1.33553,1.5465,1.42703,0.000453275,0.000453275,0.000453275
303,171438,1.70123,1.33144,1.72772,1.4647,0.62637,0.51096,0.55145,0.2916,0.60273,0.49275,0.52911,0.26065,1.73223,1.33509,1.546,1.42743,0.000451458,0.000451458,0.000451458
304,172010,1.70536,1.34854,1.73429,1.4661,0.62501,0.5124,0.55165,0.29195,0.60688,0.49038,0.52942,0.26072,1.73227,1.33586,1.54501,1.42749,0.000449642,0.000449642,0.000449642
305,172583,1.70724,1.34187,1.73943,1.46704,0.62594,0.51205,0.5527,0.29221,0.60498,0.49171,0.53006,0.26109,1.73165,1.33518,1.54362,1.42742,0.000447825,0.000447825,0.000447825
306,173161,1.70793,1.34447,1.73556,1.46318,0.62859,0.51022,0.55346,0.29275,0.60624,0.49158,0.53018,0.26119,1.73157,1.33523,1.54353,1.42731,0.000446009,0.000446009,0.000446009
307,173731,1.70501,1.35336,1.73811,1.46415,0.62825,0.51167,0.5536,0.29254,0.60796,0.49137,0.53101,0.2614,1.73139,1.3345,1.54211,1.42665,0.000444193,0.000444193,0.000444193
308,174309,1.70148,1.34765,1.72211,1.45782,0.62851,0.51201,0.55421,0.29312,0.60639,0.49137,0.53105,0.26164,1.73125,1.33449,1.54029,1.42616,0.000442376,0.000442376,0.000442376
309,174884,1.70515,1.33771,1.7312,1.46378,0.63008,0.51114,0.55447,0.29308,0.60693,0.49157,0.53142,0.2617,1.73082,1.33423,1.53965,1.42638,0.00044056,0.00044056,0.00044056
310,175459,1.70581,1.33012,1.73555,1.46528,0.62783,0.51184,0.55454,0.2934,0.60475,0.49305,0.53161,0.26164,1.73164,1.3349,1.53892,1.42639,0.000438744,0.000438744,0.000438744
311,176031,1.70523,1.3308,1.72759,1.46373,0.62898,0.51319,0.55494,0.29349,0.60748,0.49289,0.53152,0.26172,1.73098,1.33455,1.53836,1.42618,0.000436927,0.000436927,0.000436927
312,176607,1.70045,1.34595,1.72563,1.46307,0.62964,0.51268,0.55512,0.29389,0.60991,0.49401,0.5328,0.26195,1.73216,1.33448,1.53795,1.42626,0.000435111,0.000435111,0.000435111
313,177182,1.70536,1.34801,1.72734,1.46615,0.63071,0.5117,0.55536,0.29421,0.61073,0.49195,0.53229,0.26185,1.73175,1.33405,1.53802,1.4257,0.000433295,0.000433295,0.000433295
314,177758,1.70409,1.34283,1.72472,1.46204,0.63317,0.51038,0.55576,0.29416,0.61037,0.49142,0.53286,0.26213,1.73082,1.33409,1.53684,1.42564,0.000431478,0.000431478,0.000431478
315,178333,1.70539,1.33463,1.73087,1.46459,0.63156,0.51091,0.55601,0.29462,0.60914,0.49285,0.53305,0.26248,1.73007,1.334,1.53593,1.42521,0.000429662,0.000429662,0.000429662
316,178911,1.70058,1.33354,1.72153,1.46008,0.63448,0.50948,0.55621,0.29465,0.61505,0.48962,0.53332,0.26248,1.73012,1.33352,1.5355,1.42515,0.000427845,0.000427845,0.000427845
317,179487,1.6918,1.34405,1.72597,1.45962,0.63439,0.51015,0.55642,0.29485,0.61571,0.48945,0.53417,0.2623,1.72969,1.33296,1.53508,1.42466,0.000426029,0.000426029,0.000426029
318,180061,1.69815,1.34154,1.73149,1.45891,0.63336,0.51157,0.55701,0.29489,0.61466,0.49015,0.5342,0.26238,1.72889,1.3323,1.5346,1.42447,0.000424213,0.000424213,0.000424213
319,180636,1.6976,1.33673,1.72472,1.45929,0.63372,0.51241,0.55714,0.29492,0.61527,0.49175,0.53409,0.26253,1.72863,1.33243,1.53317,1.42373,0.000422396,0.000422396,0.000422396
320,181211,1.69605,1.33578,1.7213,1.46267,0.63286,0.51183,0.5572,0.29508,0.61582,0.49076,0.53427,0.26218,1.72898,1.33215,1.53411,1.42392,0.00042058,0.00042058,0.00042058
321,181787,1.69557,1.33645,1.71359,1.45932,0.6312,0.51354,0.55747,0.29495,0.61547,0.49147,0.53446,0.26249,1.72882,1.33253,1.53289,1.42408,0.000418764,0.000418764,0.000418764
322,182361,1.6974,1.32649,1.71818,1.45906,0.63336,0.51068,0.55793,0.29529,0.61652,0.49215,0.53508,0.26297,1.72853,1.33218,1.53195,1.42372,0.000416947,0.000416947,0.000416947
323,182939,1.69468,1.32972,1.7096,1.45506,0.62737,0.51365,0.55783,0.29515,0.61145,0.49225,0.53484,0.26305,1.72786,1.33236,1.53148,1.42353,0.000415131,0.000415131,0.000415131
324,183514,1.69804,1.3364,1.71453,1.45684,0.63092,0.51146,0.55778,0.29533,0.60909,0.49388,0.53482,0.2632,1.72758,1.33188,1.53156,1.42356,0.000413315,0.000413315,0.000413315
325,184093,1.70159,1.33663,1.71786,1.46005,0.62941,0.51284,0.558,0.29549,0.61054,0.49403,0.53546,0.26337,1.72803,1.33235,1.53114,1.42338,0.000411498,0.000411498,0.000411498
326,184666,1.69733,1.33142,1.72115,1.46135,0.63166,0.51168,0.55843,0.2958,0.61139,0.49513,0.53537,0.26384,1.72868,1.33221,1.5311,1.42351,0.000409682,0.000409682,0.000409682
327,185243,1.70251,1.33515,1.72475,1.45932,0.63414,0.51315,0.55867,0.29586,0.61305,0.49536,0.5356,0.264,1.7288,1.33192,1.53052,1.42389,0.000407865,0.000407865,0.000407865
328,185821,1.69665,1.34069,1.72376,1.45932,0.63288,0.5135,0.55875,0.29597,0.61259,0.49505,0.53595,0.26355,1.72865,1.33153,1.53136,1.42419,0.000406049,0.000406049,0.000406049
329,186402,1.68933,1.33535,1.70214,1.45445,0.632,0.51412,0.55938,0.29636,0.61056,0.49692,0.53613,0.26422,1.72879,1.33152,1.53119,1.4244,0.000404233,0.000404233,0.000404233
330,186978,1.69387,1.32589,1.71107,1.45561,0.63293,0.51511,0.5592,0.29661,0.61078,0.49546,0.53532,0.26425,1.72976,1.33201,1.53109,1.42519,0.000402416,0.000402416,0.000402416
331,187560,1.69933,1.34781,1.71205,1.45712,0.63206,0.5154,0.55962,0.29682,0.61153,0.49412,0.53556,0.26436,1.72967,1.33127,1.53054,1.42507,0.0004006,0.0004006,0.0004006
332,188137,1.69201,1.32967,1.70143,1.45174,0.63166,0.51558,0.55958,0.29668,0.60876,0.49739,0.53591,0.26449,1.7295,1.33129,1.52967,1.42503,0.000398784,0.000398784,0.000398784
333,188713,1.69472,1.32848,1.71107,1.45381,0.62985,0.51769,0.5602,0.29705,0.6108,0.49604,0.53554,0.26416,1.73016,1.33122,1.52837,1.425,0.000396967,0.000396967,0.000396967
334,189295,1.68962,1.32885,1.70676,1.45705,0.62965,0.51718,0.55984,0.2973,0.6094,0.49743,0.53563,0.26475,1.73008,1.33082,1.52754,1.42535,0.000395151,0.000395151,0.000395151
335,189872,1.69663,1.32758,1.71348,1.45746,0.62939,0.51839,0.56013,0.29787,0.60929,0.4977,0.53701,0.26513,1.72947,1.32966,1.52648,1.4251,0.000393335,0.000393335,0.000393335
336,190448,1.69138,1.33435,1.70968,1.45626,0.62969,0.51841,0.5611,0.2983,0.60913,0.49914,0.53755,0.2656,1.72839,1.32934,1.5262,1.42418,0.000391518,0.000391518,0.000391518
337,191020,1.6932,1.32675,1.71211,1.45813,0.62955,0.52014,0.56146,0.29844,0.61386,0.49537,0.53739,0.26538,1.72803,1.33056,1.52522,1.42352,0.000389702,0.000389702,0.000389702
338,191594,1.68698,1.32678,1.70849,1.45516,0.6306,0.51925,0.56181,0.29869,0.61282,0.49632,0.53774,0.26533,1.72754,1.33018,1.52508,1.42293,0.000387885,0.000387885,0.000387885
339,192165,1.69419,1.32742,1.70138,1.4548,0.63256,0.5184,0.56211,0.29881,0.61261,0.4975,0.53831,0.26579,1.72747,1.32966,1.52349,1.42238,0.000386069,0.000386069,0.000386069
340,192740,1.68887,1.33295,1.69738,1.45227,0.63376,0.51904,0.56233,0.29907,0.61269,0.49919,0.53899,0.2662,1.72798,1.32955,1.52306,1.42221,0.000384253,0.000384253,0.000384253
341,193316,1.68753,1.33061,1.70127,1.44891,0.63383,0.51955,0.56289,0.29911,0.61438,0.4985,0.54006,0.26623,1.72777,1.32873,1.52216,1.42208,0.000382436,0.000382436,0.000382436
342,193891,1.68752,1.33852,1.71151,1.44804,0.63357,0.51989,0.56289,0.29946,0.61365,0.49803,0.54002,0.2663,1.72783,1.3283,1.52186,1.42141,0.00038062,0.00038062,0.00038062
343,194461,1.69243,1.33033,1.70597,1.4554,0.63239,0.52055,0.56291,0.29936,0.6152,0.49741,0.53999,0.26637,1.72862,1.32859,1.52145,1.42118,0.000378804,0.000378804,0.000378804
344,195039,1.69095,1.32276,1.69567,1.4509,0.63335,0.52037,0.56304,0.29982,0.61367,0.50113,0.54091,0.26711,1.728,1.32702,1.52183,1.42078,0.000376987,0.000376987,0.000376987
345,195610,1.68639,1.33545,1.69264,1.44769,0.63356,0.5207,0.56345,0.30003,0.61242,0.50127,0.54065,0.26705,1.72827,1.3274,1.5204,1.42037,0.000375171,0.000375171,0.000375171
346,196184,1.68748,1.33199,1.70113,1.4478,0.63701,0.51913,0.5639,0.3003,0.61218,0.50186,0.54096,0.26729,1.72815,1.32737,1.51922,1.42012,0.000373355,0.000373355,0.000373355
347,196759,1.68517,1.32386,1.69269,1.44836,0.6345,0.52084,0.56384,0.30021,0.61511,0.50084,0.5419,0.26752,1.72875,1.32758,1.5179,1.42006,0.000371538,0.000371538,0.000371538
348,197333,1.69129,1.31659,1.69604,1.45358,0.63376,0.52133,0.56426,0.30015,0.6159,0.50114,0.54162,0.26746,1.72907,1.32743,1.51629,1.41996,0.000369722,0.000369722,0.000369722
349,197907,1.69151,1.33975,1.69476,1.44851,0.63462,0.52087,0.56446,0.3006,0.61947,0.50112,0.54196,0.26812,1.72922,1.32636,1.51484,1.41959,0.000367905,0.000367905,0.000367905
350,198486,1.67921,1.31699,1.68628,1.44309,0.64156,0.51913,0.56496,0.30099,0.62155,0.50015,0.54247,0.2685,1.72836,1.32692,1.51364,1.4191,0.000366089,0.000366089,0.000366089
351,199061,1.68823,1.3314,1.68812,1.44806,0.64013,0.52025,0.56574,0.30112,0.62351,0.49911,0.54254,0.26907,1.72757,1.32679,1.51208,1.41863,0.000364273,0.000364273,0.000364273
352,199635,1.68312,1.32739,1.68914,1.44599,0.63916,0.52156,0.56657,0.30176,0.62709,0.49761,0.54262,0.26893,1.7273,1.32667,1.5113,1.41842,0.000362456,0.000362456,0.000362456
353,200212,1.68015,1.32518,1.68279,1.44144,0.64284,0.51989,0.56676,0.30181,0.62293,0.49843,0.54311,0.26896,1.7282,1.32742,1.51109,1.41809,0.00036064,0.00036064,0.00036064
354,200786,1.68494,1.31694,1.68722,1.44614,0.64414,0.52059,0.56729,0.30198,0.62099,0.49942,0.54302,0.26935,1.72754,1.32714,1.50998,1.41815,0.000358824,0.000358824,0.000358824
355,201363,1.68408,1.33298,1.69341,1.44861,0.64483,0.52035,0.56776,0.30225,0.6216,0.50014,0.54341,0.26919,1.72739,1.32686,1.50959,1.4178,0.000357007,0.000357007,0.000357007
356,201940,1.67872,1.33462,1.69281,1.44441,0.64364,0.52026,0.56806,0.30238,0.62198,0.50005,0.54372,0.26982,1.72747,1.32618,1.50896,1.41765,0.000355191,0.000355191,0.000355191
357,202514,1.68382,1.3277,1.68506,1.44481,0.64328,0.52173,0.56846,0.30226,0.62519,0.49853,0.54397,0.2696,1.72649,1.3258,1.50839,1.41722,0.000353375,0.000353375,0.000353375
358,203085,1.67984,1.32152,1.68166,1.4431,0.64489,0.5208,0.56826,0.30253,0.62406,0.49854,0.5438,0.26973,1.72585,1.32495,1.50705,1.41663,0.000351558,0.000351558,0.000351558
359,203662,1.68757,1.33831,1.68552,1.44875,0.6482,0.5201,0.56876,0.30247,0.62451,0.49948,0.54435,0.27001,1.72456,1.32433,1.50638,1.41601,0.000349742,0.000349742,0.000349742
360,204239,1.679,1.35143,1.67712,1.44245,0.64772,0.52132,0.56911,0.30261,0.62339,0.50033,0.54496,0.26988,1.72413,1.32426,1.50513,1.41568,0.000347925,0.000347925,0.000347925
361,204788,1.68044,1.31532,1.68385,1.44197,0.64797,0.52237,0.5695,0.30247,0.62304,0.50026,0.54458,0.26973,1.72427,1.32433,1.50448,1.41488,0.000346109,0.000346109,0.000346109
362,205328,1.68343,1.32714,1.67499,1.44194,0.64735,0.52222,0.56962,0.30258,0.62351,0.50194,0.54515,0.26969,1.72457,1.32394,1.50342,1.41479,0.000344293,0.000344293,0.000344293
363,205869,1.67198,1.31628,1.66948,1.44245,0.6425,0.52536,0.56972,0.30303,0.62294,0.50152,0.54533,0.26979,1.72496,1.32381,1.50314,1.41496,0.000342476,0.000342476,0.000342476
364,206413,1.67424,1.32511,1.6691,1.44173,0.64042,0.52537,0.56954,0.30293,0.62163,0.50204,0.54514,0.26993,1.72453,1.32371,1.50261,1.41436,0.00034066,0.00034066,0.00034066
365,206954,1.67829,1.3413,1.67618,1.43536,0.64342,0.52319,0.56991,0.30283,0.62173,0.50131,0.54462,0.27032,1.72379,1.3234,1.50153,1.41353,0.000338844,0.000338844,0.000338844
366,207496,1.67421,1.32188,1.67293,1.43676,0.64611,0.52236,0.56946,0.30289,0.62086,0.50187,0.54503,0.27036,1.72312,1.32283,1.50064,1.41303,0.000337027,0.000337027,0.000337027
367,208038,1.67555,1.3209,1.66506,1.44097,0.64426,0.52244,0.56905,0.30296,0.62261,0.50124,0.54514,0.27053,1.72264,1.32279,1.49925,1.41232,0.000335211,0.000335211,0.000335211
368,208580,1.67962,1.34275,1.66481,1.43896,0.64594,0.52127,0.56942,0.30324,0.62389,0.49915,0.54486,0.27057,1.72238,1.32204,1.49875,1.4123,0.000333395,0.000333395,0.000333395
369,209123,1.67255,1.30358,1.66713,1.43502,0.64964,0.51921,0.57017,0.30342,0.62392,0.4994,0.54507,0.2707,1.72176,1.32258,1.49694,1.41189,0.000331578,0.000331578,0.000331578
370,209665,1.67665,1.3308,1.67073,1.44017,0.64961,0.51898,0.56996,0.30354,0.62503,0.49996,0.54466,0.27089,1.72161,1.32079,1.4958,1.41196,0.000329762,0.000329762,0.000329762
371,210206,1.67563,1.32653,1.65267,1.44186,0.65015,0.5207,0.57036,0.30413,0.62737,0.50001,0.54552,0.27121,1.72165,1.32131,1.49551,1.41146,0.000327945,0.000327945,0.000327945
372,210748,1.67737,1.31085,1.66537,1.44184,0.6515,0.52158,0.57098,0.30381,0.62905,0.49851,0.54595,0.27109,1.72116,1.32001,1.49394,1.41113,0.000326129,0.000326129,0.000326129
373,211290,1.67168,1.32674,1.66686,1.4352,0.64851,0.52255,0.57131,0.30442,0.62908,0.49837,0.5454,0.27114,1.72136,1.31973,1.49234,1.41122,0.000324313,0.000324313,0.000324313
374,211832,1.67181,1.32006,1.65336,1.43555,0.64831,0.52288,0.57143,0.30428,0.6275,0.50042,0.54572,0.27126,1.72067,1.31888,1.49167,1.41126,0.000322496,0.000322496,0.000322496
375,212373,1.67418,1.31413,1.66325,1.43925,0.65026,0.52127,0.57182,0.30448,0.62653,0.50123,0.54653,0.27149,1.72019,1.319,1.48936,1.41068,0.00032068,0.00032068,0.00032068
376,212915,1.6757,1.32889,1.6654,1.43743,0.64786,0.52336,0.57219,0.30493,0.62674,0.50051,0.54686,0.27161,1.72066,1.31867,1.4884,1.41129,0.000318864,0.000318864,0.000318864
377,213454,1.67345,1.30899,1.6708,1.43531,0.64723,0.52181,0.57229,0.30518,0.62552,0.50133,0.54671,0.27156,1.72038,1.31814,1.48819,1.41084,0.000317047,0.000317047,0.000317047
378,213998,1.66481,1.32573,1.64997,1.428,0.64806,0.52186,0.57242,0.30535,0.62571,0.5007,0.54673,0.27136,1.72061,1.31829,1.48684,1.41051,0.000315231,0.000315231,0.000315231
379,214543,1.67158,1.31588,1.65783,1.43084,0.65056,0.52211,0.57295,0.30561,0.62688,0.49998,0.54681,0.27183,1.72115,1.31752,1.48725,1.41044,0.000313415,0.000313415,0.000313415
380,215086,1.67012,1.31918,1.65319,1.43256,0.65255,0.52267,0.57353,0.30591,0.62777,0.50184,0.54774,0.27242,1.72097,1.3166,1.48703,1.41012,0.000311598,0.000311598,0.000311598
381,215628,1.67116,1.33275,1.66165,1.43288,0.65018,0.52433,0.57331,0.30589,0.62666,0.50143,0.54797,0.27213,1.72072,1.31648,1.48624,1.40973,0.000309782,0.000309782,0.000309782
382,216171,1.67272,1.33133,1.6563,1.43721,0.65032,0.52606,0.57363,0.30617,0.62746,0.50205,0.54803,0.27219,1.72072,1.317,1.48589,1.41004,0.000307965,0.000307965,0.000307965
383,216712,1.67291,1.32022,1.65589,1.43484,0.65071,0.52626,0.57398,0.3062,0.62725,0.5029,0.54812,0.27233,1.72111,1.3173,1.48613,1.41009,0.000306149,0.000306149,0.000306149
384,217253,1.66194,1.31124,1.6476,1.43044,0.64949,0.52788,0.57404,0.30695,0.6265,0.50458,0.5486,0.27278,1.72025,1.31495,1.48516,1.40952,0.000304333,0.000304333,0.000304333
385,217794,1.67529,1.3208,1.65402,1.43599,0.64965,0.52794,0.57395,0.3071,0.62695,0.5053,0.54883,0.27295,1.72017,1.3145,1.48523,1.40899,0.000302516,0.000302516,0.000302516
386,218336,1.66857,1.3232,1.64694,1.42799,0.64871,0.52821,0.57457,0.30683,0.62653,0.50559,0.54964,0.27329,1.72052,1.31496,1.48417,1.40894,0.0003007,0.0003007,0.0003007
387,218880,1.67015,1.32241,1.65125,1.42853,0.65073,0.52813,0.57487,0.3068,0.62662,0.50682,0.54967,0.27328,1.72041,1.31392,1.48332,1.40864,0.000298884,0.000298884,0.000298884
388,219421,1.66669,1.31885,1.64284,1.42949,0.65105,0.52815,0.57503,0.30705,0.6289,0.50677,0.54983,0.2735,1.71986,1.31377,1.48214,1.40799,0.000297067,0.000297067,0.000297067
389,219965,1.66665,1.32217,1.64574,1.42941,0.65284,0.52755,0.57524,0.3074,0.62782,0.50714,0.5499,0.27351,1.71943,1.31114,1.48157,1.40746,0.000295251,0.000295251,0.000295251
390,220508,1.66387,1.33307,1.65583,1.43151,0.65133,0.52802,0.57539,0.30766,0.63227,0.5066,0.5508,0.27363,1.71841,1.311,1.48028,1.40734,0.000293435,0.000293435,0.000293435
